8.8,0.27,0.39,2.0,0.1
7.0,0.42,0.35,1.6,0.08800000000000001
6.0,0.5,0.0,1.4,0.057
11.8,0.33,0.49,3.4,0.09300000000000001
9.9,0.27,0.49,5.0,0.08199999999999999
8.3,0.65,0.1,2.9,0.08900000000000001
6.5,0.53,0.06,2.0,0.063
9.4,0.4,0.47,2.5,0.087
8.3,0.56,0.22,2.4,0.08199999999999999
8.0,0.6,0.22,2.1,0.08
7.9,0.32,0.51,1.8,0.341
8.2,0.28,0.4,2.4,0.052000000000000005
8.9,0.61,0.49,2.0,0.27
10.6,0.36,0.6,2.2,0.152
9.7,0.66,0.34,2.6,0.094
7.2,0.34,0.24,2.0,0.071
8.3,0.28,0.48,2.1,0.09300000000000001
12.0,0.39,0.66,3.0,0.09300000000000001
6.6,0.52,0.04,2.2,0.069
9.0,0.69,0.0,2.4,0.08800000000000001
10.4,0.33,0.63,2.8,0.084
8.8,0.45,0.43,1.4,0.076
10.9,0.53,0.49,4.6,0.11800000000000001
6.1,0.21,0.4,1.4,0.066
8.3,0.6,0.25,2.2,0.11800000000000001
7.6,1.58,0.0,2.1,0.13699999999999998
7.4,0.49,0.19,3.0,0.077
15.5,0.645,0.49,4.2,0.095
7.8,0.64,0.1,6.0,0.115
9.9,0.59,0.07,3.4,0.102
9.1,0.47,0.49,2.6,0.094
8.0,0.45,0.23,2.2,0.094
11.2,0.4,0.5,2.0,0.099
10.2,0.4,0.4,2.5,0.068
6.1,0.56,0.0,2.2,0.079
7.4,0.29,0.38,1.7,0.062
7.6,0.5,0.29,2.3,0.086
10.7,0.4,0.37,1.9,0.081
11.5,0.59,0.59,2.6,0.087
8.2,0.78,0.0,2.2,0.08900000000000001
5.8,0.29,0.26,1.7,0.063
9.8,0.88,0.25,2.5,0.10400000000000001
11.0,0.2,0.48,2.0,0.34299999999999997
9.5,0.46,0.49,6.3,0.064
7.1,0.875,0.05,5.7,0.08199999999999999
7.1,0.84,0.02,4.4,0.096
10.4,0.61,0.49,2.1,0.2
6.5,0.46,0.14,2.4,0.114
5.1,0.42,0.0,1.8,0.044000000000000004
7.3,0.55,0.03,1.6,0.07200000000000001
6.7,0.28,0.28,2.4,0.012
6.8,0.63,0.12,3.8,0.099
7.5,0.4,0.12,3.0,0.092
8.1,0.66,0.22,2.2,0.069
10.1,0.37,0.34,2.4,0.085
9.2,0.59,0.24,3.3,0.10099999999999999
7.9,0.33,0.41,1.5,0.055999999999999994
12.0,0.45,0.55,2.0,0.073
8.8,0.61,0.14,2.4,0.067
6.9,0.44,0.0,1.4,0.07
11.9,0.695,0.53,3.4,0.128
7.7,0.62,0.04,3.8,0.084
13.3,0.43,0.58,1.9,0.07
11.2,0.67,0.55,2.3,0.084
7.4,0.47,0.46,2.2,0.114
10.2,0.29,0.49,2.6,0.059000000000000004
8.3,0.78,0.1,2.6,0.081
10.9,0.39,0.47,1.8,0.11800000000000001
7.9,0.6,0.06,1.6,0.069
7.4,0.5,0.47,2.0,0.086
8.4,0.34,0.42,2.1,0.07200000000000001
8.3,0.31,0.39,2.4,0.078
7.5,0.52,0.42,2.3,0.087
11.9,0.57,0.5,2.6,0.08199999999999999
12.8,0.615,0.66,5.8,0.083
6.8,0.785,0.0,2.4,0.10400000000000001
6.0,0.5,0.0,1.4,0.057
7.4,0.52,0.13,2.4,0.078
10.6,0.5,0.45,2.6,0.11900000000000001
10.8,0.26,0.45,3.3,0.06
6.4,0.42,0.09,2.3,0.054000000000000006
7.8,0.64,0.0,1.9,0.07200000000000001
6.8,0.66,0.07,1.6,0.07
9.4,0.27,0.53,2.4,0.07400000000000001
8.4,0.745,0.11,1.9,0.09
13.7,0.415,0.68,2.9,0.085
7.1,0.69,0.04,2.1,0.068
8.5,0.37,0.32,1.8,0.066
7.1,0.46,0.14,2.8,0.076
9.3,0.43,0.44,1.9,0.085
6.2,0.44,0.39,2.5,0.077
11.5,0.3,0.6,2.0,0.067
8.6,0.42,0.39,1.8,0.068
10.2,0.41,0.43,2.2,0.11
7.1,0.75,0.01,2.2,0.059000000000000004
8.4,0.745,0.11,1.9,0.09
7.1,0.43,0.42,5.5,0.07
6.9,0.67,0.06,2.1,0.08
9.2,0.67,0.1,3.0,0.091
11.3,0.36,0.66,2.4,0.12300000000000001
7.1,0.72,0.0,1.8,0.12300000000000001
8.4,0.25,0.39,2.0,0.040999999999999995
11.9,0.38,0.51,2.0,0.121
7.0,0.685,0.0,1.9,0.067
8.7,0.7,0.24,2.5,0.226
7.9,0.33,0.23,1.7,0.077
6.8,0.67,0.15,1.8,0.11800000000000001
8.0,0.81,0.25,3.4,0.076
10.4,0.44,0.42,1.5,0.145
11.1,0.42,0.47,2.65,0.085
8.7,0.78,0.51,1.7,0.415
5.6,0.66,0.0,2.2,0.087
6.8,0.59,0.1,1.7,0.063
6.5,0.63,0.33,1.8,0.059000000000000004
9.2,0.56,0.18,1.6,0.078
7.5,0.57,0.02,2.6,0.077
8.6,0.49,0.28,1.9,0.11
8.4,0.62,0.09,2.2,0.084
7.3,0.74,0.08,1.7,0.094
8.7,0.54,0.26,2.5,0.09699999999999999
6.0,0.49,0.0,2.3,0.068
8.0,0.745,0.56,2.0,0.11800000000000001
6.6,0.725,0.2,7.8,0.073
10.7,0.9,0.34,6.6,0.11199999999999999
7.3,0.59,0.26,2.0,0.08
8.2,0.24,0.34,5.1,0.062
9.4,0.34,0.37,2.2,0.075
6.6,0.63,0.0,4.3,0.09300000000000001
8.3,0.615,0.22,2.6,0.087
10.8,0.45,0.33,2.5,0.099
9.1,0.36,0.39,1.8,0.06
11.6,0.475,0.4,1.4,0.091
11.1,0.31,0.53,2.2,0.06
7.3,0.58,0.3,2.4,0.07400000000000001
8.9,0.31,0.57,2.0,0.111
11.1,0.31,0.53,2.2,0.06
8.3,1.02,0.02,3.4,0.084
8.6,0.47,0.27,2.3,0.055
6.6,0.855,0.02,2.4,0.062
9.6,0.88,0.28,2.4,0.086
6.1,0.32,0.25,2.3,0.071
6.9,1.09,0.06,2.1,0.061
10.4,0.34,0.58,3.7,0.174
12.6,0.39,0.49,2.5,0.08
9.0,0.82,0.14,2.6,0.08900000000000001
7.8,0.91,0.07,1.9,0.057999999999999996
7.0,0.65,0.02,2.1,0.066
7.7,0.69,0.22,1.9,0.084
9.5,0.46,0.24,2.7,0.092
11.4,0.36,0.69,2.1,0.09
7.5,0.52,0.16,1.9,0.085
10.5,0.24,0.47,2.1,0.066
7.0,0.43,0.36,1.6,0.08900000000000001
7.9,0.545,0.06,4.0,0.087
7.3,0.67,0.05,3.6,0.107
6.8,0.91,0.06,2.0,0.06
7.1,0.22,0.49,1.8,0.039
7.8,0.53,0.01,1.6,0.077
7.2,0.52,0.07,1.4,0.07400000000000001
7.2,0.54,0.27,2.6,0.084
7.1,0.35,0.29,2.5,0.096
6.8,0.69,0.0,5.6,0.124
6.0,0.33,0.32,12.9,0.054000000000000006
7.7,0.64,0.21,2.2,0.077
7.7,0.26,0.3,1.7,0.059000000000000004
12.2,0.48,0.54,2.6,0.085
10.6,0.83,0.37,2.6,0.086
8.3,0.26,0.37,1.4,0.076
9.5,0.56,0.33,2.4,0.08900000000000001
9.6,0.56,0.23,3.4,0.102
8.2,0.35,0.33,2.4,0.076
11.9,0.38,0.49,2.7,0.098
7.1,0.59,0.0,2.1,0.091
11.6,0.53,0.66,3.65,0.121
8.1,0.725,0.22,2.2,0.07200000000000001
6.9,0.765,0.02,2.3,0.063
9.1,0.5,0.3,1.9,0.065
7.8,0.645,0.0,5.5,0.086
7.4,0.25,0.29,2.2,0.054000000000000006
11.8,0.38,0.55,2.1,0.071
9.0,0.46,0.23,2.8,0.092
11.3,0.62,0.67,5.2,0.086
7.1,0.6,0.01,2.3,0.079
7.4,0.635,0.1,2.4,0.08
7.3,0.585,0.18,2.4,0.078
10.7,0.35,0.53,2.6,0.07
6.4,0.885,0.0,2.3,0.166
7.2,0.57,0.05,2.3,0.081
6.8,0.64,0.1,2.1,0.085
11.5,0.31,0.51,2.2,0.079
7.5,0.4,0.18,1.6,0.079
15.9,0.36,0.65,7.5,0.096
7.2,0.725,0.05,4.65,0.086
7.3,0.365,0.49,2.5,0.08800000000000001
8.5,0.66,0.2,2.1,0.09699999999999999
7.7,0.705,0.1,2.6,0.084
10.0,0.44,0.49,2.7,0.077
7.3,0.49,0.1,2.6,0.068
6.9,0.58,0.01,1.9,0.08
11.4,0.46,0.5,2.7,0.122
7.6,0.36,0.31,1.7,0.079
8.1,0.29,0.36,2.2,0.048
10.9,0.21,0.49,2.8,0.08800000000000001
10.1,0.45,0.23,1.9,0.08199999999999999
6.9,0.49,0.1,2.3,0.07400000000000001
7.0,0.6,0.3,4.5,0.068
7.2,0.41,0.3,2.1,0.083
5.9,0.61,0.08,2.1,0.071
7.3,0.39,0.31,2.4,0.07400000000000001
8.8,0.55,0.04,2.2,0.11900000000000001
7.0,0.745,0.12,1.8,0.114
6.7,0.75,0.01,2.4,0.078
8.4,0.29,0.4,1.7,0.067
11.6,0.41,0.54,1.5,0.095
8.3,0.26,0.37,1.4,0.076
7.3,0.48,0.32,2.1,0.062
7.1,0.6,0.01,2.3,0.079
9.6,0.77,0.12,2.9,0.08199999999999999
8.7,0.69,0.31,3.0,0.086
9.3,0.775,0.27,2.8,0.078
7.6,0.55,0.21,2.2,0.071
8.1,0.78,0.23,2.6,0.059000000000000004
9.3,0.39,0.44,2.1,0.107
7.6,0.29,0.49,2.7,0.092
10.2,0.23,0.37,2.2,0.057
6.8,0.775,0.0,3.0,0.102
9.4,0.395,0.46,4.6,0.094
8.6,0.49,0.29,2.0,0.11
8.0,0.6,0.22,2.1,0.08
10.7,0.67,0.22,2.7,0.107
12.2,0.45,0.49,1.4,0.075
8.7,0.46,0.31,2.5,0.126
6.4,0.37,0.25,1.9,0.07400000000000001
8.6,0.38,0.36,3.0,0.081
8.2,0.6,0.17,2.3,0.07200000000000001
7.3,0.91,0.1,1.8,0.07400000000000001
9.4,0.24,0.33,2.3,0.061
9.0,0.45,0.49,2.6,0.084
6.9,0.57,0.0,2.8,0.081
7.8,0.43,0.7,1.9,0.46399999999999997
9.7,0.53,0.6,2.0,0.039
7.9,0.2,0.35,1.7,0.054000000000000006
7.2,0.49,0.18,2.7,0.069
10.0,0.31,0.47,2.6,0.085
7.1,0.59,0.01,2.5,0.077
10.3,0.27,0.56,1.4,0.047
9.1,0.76,0.68,1.7,0.414
6.8,0.6,0.18,1.9,0.079
7.0,0.805,0.0,2.5,0.068
8.8,0.41,0.64,2.2,0.09300000000000001
10.5,0.51,0.64,2.4,0.107
9.0,0.4,0.41,2.0,0.057999999999999996
9.2,0.41,0.5,2.5,0.055
7.0,0.65,0.02,2.1,0.066
10.1,0.65,0.37,5.1,0.11
9.8,0.39,0.43,1.65,0.068
7.4,0.68,0.16,1.8,0.078
7.2,0.37,0.32,2.0,0.062
7.2,0.67,0.0,2.2,0.068
8.5,0.21,0.52,1.9,0.09
8.0,0.58,0.28,3.2,0.066
7.7,0.43,0.25,2.6,0.073
7.2,0.58,0.03,2.3,0.077
7.3,0.67,0.26,1.8,0.401
7.6,0.41,0.33,2.5,0.078
6.6,0.735,0.02,7.9,0.122
9.4,0.43,0.24,2.8,0.092
7.7,0.75,0.27,3.8,0.11
6.8,0.56,0.22,1.8,0.07400000000000001
6.3,0.47,0.0,1.4,0.055
8.4,0.67,0.19,2.2,0.09300000000000001
10.3,0.32,0.45,6.4,0.073
8.1,0.82,0.0,4.1,0.095
5.2,0.34,0.0,1.8,0.05
8.8,0.44,0.49,2.8,0.083
7.1,0.66,0.0,2.4,0.052000000000000005
7.7,0.6,0.06,2.0,0.079
8.2,0.885,0.2,1.4,0.086
8.0,0.43,0.36,2.3,0.075
11.9,0.43,0.66,3.1,0.109
9.0,0.54,0.49,2.9,0.094
8.2,0.4,0.31,1.9,0.08199999999999999
8.5,0.28,0.35,1.7,0.061
9.5,0.39,0.41,8.9,0.069
7.4,0.55,0.22,2.2,0.106
7.1,0.71,0.0,1.9,0.08
6.4,0.4,0.23,1.6,0.066
6.2,0.39,0.43,2.0,0.071
8.6,0.52,0.38,1.5,0.096
9.1,0.37,0.32,2.1,0.064
7.4,0.37,0.43,2.6,0.08199999999999999
7.0,0.655,0.16,2.1,0.07400000000000001
7.8,0.5,0.09,2.2,0.115
13.2,0.46,0.52,2.2,0.071
7.8,0.6,0.26,2.0,0.08
11.1,0.39,0.54,2.7,0.095
7.7,0.49,0.26,1.9,0.062
7.5,0.6,0.32,2.7,0.10300000000000001
6.7,0.46,0.24,1.7,0.077
8.5,0.49,0.11,2.3,0.084
7.9,0.43,0.21,1.6,0.106
5.6,0.66,0.0,2.5,0.066
13.0,0.47,0.49,4.3,0.085
9.4,0.615,0.28,3.2,0.087
8.1,0.545,0.18,1.9,0.08
6.0,0.51,0.0,2.1,0.064
9.3,0.36,0.39,1.5,0.08
8.4,0.36,0.32,2.2,0.081
10.0,0.42,0.5,3.4,0.107
5.5,0.49,0.03,1.8,0.044000000000000004
7.8,0.55,0.35,2.2,0.07400000000000001
7.2,0.835,0.0,2.0,0.166
7.3,0.365,0.49,2.5,0.08800000000000001
8.7,0.52,0.09,2.5,0.091
8.8,0.47,0.49,2.9,0.085
7.3,0.38,0.21,2.0,0.08
8.0,0.43,0.36,2.3,0.075
8.2,0.32,0.42,2.3,0.098
7.2,0.605,0.02,1.9,0.096
9.1,0.5,0.3,1.9,0.065
6.2,0.45,0.2,1.6,0.069
9.2,0.31,0.36,2.2,0.079
7.9,0.24,0.4,1.6,0.055999999999999994
10.0,0.35,0.47,2.0,0.061
8.2,1.0,0.09,2.3,0.065
8.2,0.74,0.09,2.0,0.067
6.6,0.815,0.02,2.7,0.07200000000000001
9.1,0.4,0.57,4.6,0.08
8.4,0.31,0.29,3.1,0.19399999999999998
7.2,0.25,0.37,2.5,0.063
8.6,0.315,0.4,2.2,0.079
9.5,0.86,0.26,1.9,0.079
9.9,0.63,0.24,2.4,0.077
8.5,0.37,0.2,2.8,0.09
9.5,0.59,0.44,2.3,0.071
5.3,0.47,0.11,2.2,0.048
11.5,0.42,0.48,2.6,0.077
7.0,0.69,0.07,2.5,0.091
5.4,0.42,0.27,2.0,0.092
7.2,0.635,0.07,2.6,0.077
8.4,0.635,0.36,2.0,0.08900000000000001
7.6,0.3,0.42,2.0,0.052000000000000005
7.0,0.735,0.05,2.0,0.081
13.3,0.29,0.75,2.8,0.084
6.4,0.67,0.08,2.1,0.045
6.6,0.855,0.02,2.4,0.062
9.2,0.52,1.0,3.4,0.61
7.2,0.63,0.0,1.9,0.09699999999999999
7.8,0.39,0.42,2.0,0.086
9.0,0.785,0.24,1.7,0.078
10.4,0.44,0.73,6.55,0.07400000000000001
6.1,0.715,0.1,2.6,0.053
6.4,0.36,0.53,2.2,0.23
8.1,0.33,0.44,1.5,0.042
6.1,0.6,0.08,1.8,0.071
7.7,0.665,0.0,2.4,0.09
7.7,0.96,0.2,2.0,0.047
7.7,0.775,0.42,1.9,0.092
6.7,0.41,0.43,2.8,0.076
6.9,0.84,0.21,4.1,0.07400000000000001
6.8,0.61,0.2,1.8,0.077
9.6,0.6,0.5,2.3,0.079
10.1,0.31,0.44,2.3,0.08
6.8,0.77,0.0,1.8,0.066
5.8,1.01,0.66,2.0,0.039
10.0,0.49,0.2,11.0,0.071
6.4,0.47,0.4,2.4,0.071
7.0,0.54,0.0,2.1,0.079
9.0,0.62,0.04,1.9,0.146
8.8,0.46,0.45,2.6,0.065
12.0,0.38,0.56,2.1,0.09300000000000001
8.9,0.48,0.24,2.85,0.094
6.9,0.84,0.21,4.1,0.07400000000000001
7.4,0.36,0.3,1.8,0.07400000000000001
7.3,0.33,0.47,2.1,0.077
7.6,0.36,0.31,1.7,0.079
9.1,0.22,0.24,2.1,0.078
7.8,0.545,0.12,2.5,0.068
7.3,0.66,0.0,2.0,0.084
7.5,0.61,0.26,1.9,0.073
6.5,0.39,0.23,8.3,0.051
10.0,0.29,0.4,2.9,0.098
7.8,0.56,0.19,2.1,0.081
6.7,0.75,0.12,2.0,0.086
9.0,0.53,0.49,1.9,0.171
8.0,0.83,0.27,2.0,0.08
7.9,0.19,0.42,1.6,0.057
7.9,0.35,0.46,3.6,0.078
6.2,0.56,0.09,1.7,0.053
6.6,0.39,0.49,1.7,0.07
13.0,0.47,0.49,4.3,0.085
8.7,0.42,0.45,2.4,0.07200000000000001
10.1,0.38,0.5,2.4,0.10400000000000001
10.4,0.55,0.23,2.7,0.091
8.2,0.73,0.21,1.7,0.07400000000000001
7.7,0.58,0.01,1.8,0.08800000000000001
11.9,0.58,0.58,1.9,0.071
8.9,0.875,0.13,3.45,0.08800000000000001
7.8,0.56,0.19,1.8,0.10400000000000001
9.6,0.32,0.47,1.4,0.055999999999999994
7.8,0.6,0.26,2.0,0.08
7.8,0.44,0.28,2.7,0.1
8.8,0.37,0.48,2.1,0.09699999999999999
5.0,1.02,0.04,1.4,0.045
9.1,0.775,0.22,2.2,0.079
7.1,0.69,0.08,2.1,0.063
9.2,0.53,0.24,2.6,0.078
7.6,0.52,0.12,3.0,0.067
8.6,0.725,0.24,6.6,0.11699999999999999
7.4,0.63,0.07,2.4,0.09
7.5,0.59,0.22,1.8,0.08199999999999999
10.4,0.43,0.5,2.3,0.068
6.9,0.56,0.03,1.5,0.086
7.5,0.49,0.2,2.6,0.332
7.1,0.59,0.01,2.3,0.08
10.9,0.53,0.49,4.6,0.11800000000000001
10.5,0.42,0.66,2.95,0.11599999999999999
10.2,0.33,0.46,1.9,0.081
11.9,0.39,0.69,2.8,0.095
7.7,0.69,0.49,1.8,0.115
8.5,0.585,0.18,2.1,0.078
5.6,0.62,0.03,1.5,0.08
7.3,0.43,0.24,2.5,0.078
7.8,0.53,0.01,1.6,0.077
7.9,0.3,0.68,8.3,0.05
